_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,sentiment,sentiment:confidence,date,id,query,sentiment_gold,text
623495958,FALSE,finalized,3,12/12/14 11:30,1,1,Tue Dec 02 19:33:13 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Dear @Apple.



Kindly fuck off with your .m4a format.



Regards,

Music Listeners Everywhere."
623495959,FALSE,finalized,6,12/11/14 20:50,3,0.339,Tue Dec 02 19:33:41 +0000 2014,5.40E+17,#AAPL OR @Apple,,"If @BlackBerry were like @Apple, 10.3.1 would have been released already. BB is not playing catch up, they have time to assure it's perfect."
623495960,FALSE,finalized,3,12/12/14 22:00,3,0.6578,Tue Dec 02 19:33:45 +0000 2014,5.40E+17,#AAPL OR @Apple,,A6: Speaking of wearables! The new @Fitbit ChargeHR &amp; an @Apple iPhone 6. I want to eat latkes and run in place. #TL_Chat @TravlandLeisure
623495961,FALSE,finalized,3,12/11/14 20:14,3,0.6752,Tue Dec 02 19:33:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,@LittleWordBites @Apple @TommyHilfiger Sounds like we'd travel well together then! #TL_Chat
623495962,FALSE,finalized,3,12/12/14 17:45,5,1,Tue Dec 02 19:34:52 +0000 2014,5.40E+17,#AAPL OR @Apple,,@LittleWordBites @TravlandLeisure @Apple  &gt; A5: chipping in here- I am inspired by the iPhone 6+~ takes incredible photos! Pin sharp!
623495963,FALSE,finalized,3,12/11/14 22:12,5,0.665,Tue Dec 02 19:35:16 +0000 2014,5.40E+17,#AAPL OR @Apple,,Was pleased to meet a fellow tweep at @apple #connectED event!  A fellow #tbcoach practitioner @wyokari it was great to meet IRL #txed
623495964,FALSE,finalized,3,12/12/14 13:13,3,0.6851,Tue Dec 02 19:38:41 +0000 2014,5.40E+17,#AAPL OR @Apple,,Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u
623495965,FALSE,finalized,3,12/12/14 1:42,3,1,Tue Dec 02 19:39:26 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl

http://t.co/vjOWVvDFx5"
623495966,FALSE,finalized,3,12/12/14 1:51,1,1,Tue Dec 02 19:39:36 +0000 2014,5.40E+17,#AAPL OR @Apple,,@UberFacts i can think of 100 reasons not to if your on a 4s. Fuck @apple
623495967,FALSE,finalized,3,12/12/14 2:45,3,1,Tue Dec 02 19:40:00 +0000 2014,5.40E+17,#AAPL OR @Apple,,"RT @JPDesloges: Apple Watch on Track for February 2015 Release, Testing Underway [Rumour]  $AAPL #aapl

http://t.co/vjOWVvDFx5"
623495968,FALSE,finalized,3,12/12/14 1:40,3,1,Tue Dec 02 19:42:12 +0000 2014,5.40E+17,#AAPL OR @Apple,,RT @ppropp: Our buddies @ArccosGolf are at eye level in the @apple store #startups @ctnext @StamfordiCenter #nice http://t.co/r3j9yZ5G8u
623495969,FALSE,finalized,3,12/12/14 16:15,3,0.6823,Tue Dec 02 19:47:38 +0000 2014,5.40E+17,#AAPL OR @Apple,,"@midnight Its unfollow unlike Tuesday? How many can you unlike #unfollow? #SocialCleanUpTuesday
Maybe @Charter or @Apple #AntiDrama @FoxNews"
623495970,FALSE,finalized,3,12/11/14 22:16,3,1,Tue Dec 02 19:51:27 +0000 2014,5.40E+17,#AAPL OR @Apple,,@TomAdler @shortyawards @Apple I agree.  'Get' does not explicitly imply free.
623495971,FALSE,finalized,3,12/11/14 23:31,1,1,Tue Dec 02 19:52:28 +0000 2014,5.40E+17,#AAPL OR @Apple,,@sometimesboring also wtf @apple i dont even live in kirkby
623495972,FALSE,finalized,3,12/11/14 21:11,5,0.6672,Tue Dec 02 20:00:12 +0000 2014,5.40E+17,#AAPL OR @Apple,,"The #innovation sector has the largest multiplier effect when it comes to jobs! @Apple employs 13,000, while creating 70,000 indirect jobs!"
623495973,FALSE,finalized,3,12/11/14 23:31,3,1,Tue Dec 02 20:00:44 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Morgan Stanley Sells Apple Inc., but AAPL Stock Still a Buy $AAPL #aapl

http://t.co/w6zGbxeEs0"
623495974,FALSE,finalized,3,12/12/14 9:29,1,1,Tue Dec 02 20:00:56 +0000 2014,5.40E+17,#AAPL OR @Apple,,There's a movie in my iTunes Match / iCloud that I can't remove. Actually it's a trailer. Very annoying @Apple.
623495975,FALSE,finalized,6,12/12/14 9:01,5,0.7026,Tue Dec 02 20:03:18 +0000 2014,5.40E+17,#AAPL OR @Apple,,Silver finish: The #AppleWatch places second before it's even out http://t.co/lAEe2Uy4QD via @macworld #aapl
623495976,FALSE,finalized,3,12/12/14 13:43,1,1,Tue Dec 02 20:04:02 +0000 2014,5.40E+17,#AAPL OR @Apple,,Siri be on that bull shit telling me it's not gonna rain and shit da fuck I pay for her for @apple
623495977,FALSE,finalized,6,12/12/14 4:58,5,0.4876,Tue Dec 02 20:04:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,@Apple Give me a job so I never have to suffer through Windows OS for personal nor work use
623495978,FALSE,finalized,3,12/12/14 3:00,3,0.6781,Tue Dec 02 20:05:07 +0000 2014,5.40E+17,#AAPL OR @Apple,,#Nasdaq100 #recent #market #exit #4: Sold $AAPL long for a 10.49% #gain in 20 days. #AAPL #forex #trading #stocks
623495979,FALSE,finalized,6,12/12/14 11:30,1,0.6544,Tue Dec 02 20:05:21 +0000 2014,5.40E+17,#AAPL OR @Apple,,.@Google Unseats @Apple In U.S. Classrooms As #Chromebooks Beat #iPads
623495980,FALSE,finalized,5,12/11/14 22:09,5,0.7903,Tue Dec 02 20:05:42 +0000 2014,5.40E+17,#AAPL OR @Apple,,"@macmall is the @united of shopping. you have paid, but you may or not receive your goods (or flight). @apple far better at #custserv"
623495981,FALSE,finalized,3,12/11/14 23:57,3,0.6751,Tue Dec 02 20:08:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,waiting on my #iPod - Bubblews http://t.co/un1LzQKrL0 via @apple #apple
623495982,FALSE,finalized,3,12/12/14 2:17,1,1,Tue Dec 02 20:10:57 +0000 2014,5.40E+17,#AAPL OR @Apple,,Changing words that aren't even misspelled like where do they REALLY do that at???? I would really like to know. @apple
623495983,FALSE,finalized,3,12/12/14 22:03,1,0.6628,Tue Dec 02 20:12:18 +0000 2014,5.40E+17,#AAPL OR @Apple,,Russia Could Ban #Apple Inc. iPhone For Lawmakers [REPORT] http://t.co/WrAI7vkuz2 #aapl
623495984,FALSE,finalized,3,12/12/14 2:28,3,0.6827,Tue Dec 02 20:12:53 +0000 2014,5.40E+17,#AAPL OR @Apple,,There is a lot more that goes into building a brand.  You don't becom @apple just by picking a good name. @itsAventum_ @TheAphotic
623495985,FALSE,finalized,3,12/12/14 21:40,3,0.6538,Tue Dec 02 20:15:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,#Apple Inc. Short Interest Down Significantly In November http://t.co/6ReutKybS2 #aapl
623495986,FALSE,finalized,3,12/11/14 21:06,3,0.6613,Tue Dec 02 20:15:49 +0000 2014,5.40E+17,#AAPL OR @Apple,,Don't worry @bentkraus. you can crash anything. Not even @Apple can stop you
623495987,FALSE,finalized,3,12/12/14 2:28,1,1,Tue Dec 02 20:18:47 +0000 2014,5.40E+17,#AAPL OR @Apple,,.@apple MacMail on OS X #Yosemite is really giving me a hard time. Is there an alternative email program out there? #YosemiteProblems
623495988,FALSE,finalized,3,12/12/14 13:42,1,0.6458,Tue Dec 02 20:19:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Russian lawmaker thinks the iPhone is stealing state secrets $AAPL #aapl

http://t.co/ixxTdEtliT"
623495989,FALSE,finalized,3,12/12/14 2:56,3,1,Tue Dec 02 20:21:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,"APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 

http://t.co/9tLzXOlfzG"
623495990,FALSE,finalized,3,12/12/14 13:37,3,1,Tue Dec 02 20:22:22 +0000 2014,5.40E+17,#AAPL OR @Apple,,"RT @JPDesloges: APPLE - Fibonacci Technicals Levels - LAST Intraday  Update - $AAPL #aapl 

http://t.co/9tLzXOlfzG"
623495991,FALSE,finalized,3,12/11/14 14:28,1,1,Tue Dec 02 20:27:21 +0000 2014,5.40E+17,#AAPL OR @Apple,,Autocorrect changes actual words to other words but when I spell an actual word wrong it doesn't correct it? Fuck yall niggas @apple
623495992,FALSE,finalized,3,12/11/14 14:46,5,1,Tue Dec 02 20:29:06 +0000 2014,5.40E+17,#AAPL OR @Apple,,macbook love today @apple
623495993,FALSE,finalized,3,12/11/14 14:36,5,1,Tue Dec 02 20:34:09 +0000 2014,5.40E+17,#AAPL OR @Apple,,@Jon_Favreau movie 'chef' so original &amp; well executed. Reminded me of the days Steve Jobs dreaming up @apple and then created the #iPhone
623495994,FALSE,finalized,3,12/12/14 14:28,3,1,Tue Dec 02 20:35:00 +0000 2014,5.40E+17,#AAPL OR @Apple,,"@Apple [#Apple] #Patents An #iPhone Drop Protection Mechanism That Changes Device .... (#Tuesday, 2 #December) http://t.co/W5X6P2CgAw"
623495995,FALSE,finalized,3,12/12/14 8:42,3,1,Tue Dec 02 20:38:11 +0000 2014,5.40E+17,#AAPL OR @Apple,,"APPLE Intraday Comments - LAST Update - PREMIUM USERS  #aapl #Stockaction #trading #Stocks #MKt

http://t.co/G0TeDLCB9z"
623495996,FALSE,finalized,3,12/12/14 17:45,3,1,Tue Dec 02 20:38:28 +0000 2014,5.40E+17,#AAPL OR @Apple,,What Happened To Apple Inc?   http://t.co/FJEXI3oP0U  #aapl #apple @MoneyPress http://t.co/wXKmmTMArW
623495997,FALSE,finalized,3,12/11/14 18:44,1,1,Tue Dec 02 20:39:30 +0000 2014,5.40E+17,#AAPL OR @Apple,,what the hell is this 5gbs of 'other' data on my phone @Apple?????????
623495998,FALSE,finalized,3,12/12/14 8:40,5,1,Tue Dec 02 20:44:29 +0000 2014,5.40E+17,#AAPL OR @Apple,,"if I tweet about NANDOS my phone puts it in caps, I like the iPhone six, it knows my favourite restaurant. good phone GG @apple"
623495999,FALSE,finalized,3,12/12/14 22:13,3,1,Tue Dec 02 20:44:34 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Apple:Dec 2 Trading Daily Profit $3.34/sh, Weekly Profits of $13.37/sh  #aapl #Stockaction #trading #Stocks #MKt  

http://t.co/ISJv7tZk0l"
623496000,FALSE,finalized,6,12/12/14 15:04,not_relevant,0.6617,Tue Dec 02 20:44:56 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Technology Sector Update for 12/02/2014: NTLS, #AAPL, TMUS, S: #Nasdaq: is set to go to trial Tuesday regardin... http://t.co/yurC0DokBu"
623496001,FALSE,finalized,3,12/12/14 2:32,3,1,Tue Dec 02 20:45:36 +0000 2014,5.40E+17,#AAPL OR @Apple,,Wells Fargo Continues Promoting Apple Pay With New Advertisement http://t.co/5XarM27WRi #AAPL
623496002,FALSE,finalized,3,12/12/14 21:02,3,1,Tue Dec 02 20:45:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,Let's not forget that press effects stock @Apple to Defend Against iPod Antitrust Suit http://t.co/pqJ0bKIMb8
623496003,FALSE,finalized,3,12/12/14 12:21,3,0.6739,Tue Dec 02 20:50:20 +0000 2014,5.40E+17,#AAPL OR @Apple,,FoxBusTV:  Is it time to start buying #Apple? | http://t.co/RmhvTdnPaY #aapl
623496004,FALSE,finalized,3,12/12/14 16:21,3,1,Tue Dec 02 20:50:34 +0000 2014,5.40E+17,#AAPL OR @Apple,,How in the heck isn't there a taco emoji? @apple
623496005,FALSE,finalized,6,12/12/14 18:28,1,0.5193,Tue Dec 02 21:00:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,#AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp
623496006,FALSE,finalized,3,12/12/14 9:28,3,1,Tue Dec 02 21:00:07 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Trade $AAPL #FREE Nightly Updates are #posted here on #Twitter, or you can visit the #Trade #AAPL FREE #website here http://t.co/U4TKeApbxF"
623496007,FALSE,finalized,3,12/12/14 14:08,1,0.6552,Tue Dec 02 21:00:20 +0000 2014,5.40E+17,#AAPL OR @Apple,,".@Sony named 'most-desired brand' during #BlackFriday &amp; #CyberMonday, beating #tech rival @Apple: http://t.co/4YN6pUtLKK via @TheDrum"
623496008,FALSE,finalized,3,12/12/14 11:30,3,1,Tue Dec 02 21:00:23 +0000 2014,5.40E+17,#AAPL OR @Apple,,Strategic steps towards Full-Time #Trading http://t.co/JH7BMS1Kgb  #stocks #futures #forex #trader #es  #baba #aapl #gpro #fb #eem #eSignal
623496009,FALSE,finalized,3,12/11/14 18:38,3,0.6543,Tue Dec 02 21:03:30 +0000 2014,5.40E+17,#AAPL OR @Apple,,Results of our' #Mobility PilotHouse program. @ATT  @Cisco @Apple see which had the most loyal customers. http://t.co/FAyv72N0xt
623496010,FALSE,finalized,3,12/11/14 22:16,3,0.6734,Tue Dec 02 21:05:08 +0000 2014,5.40E+17,#AAPL OR @Apple,,"@optionmonster IMHO, #oil is going lower, no reason not to, no bottom here. Also, BTW #AAPL is going $200. @CNBCClosingBell #boldstatement"
623496011,FALSE,finalized,3,12/12/14 12:12,3,0.6739,Tue Dec 02 21:06:29 +0000 2014,5.40E+17,#AAPL OR @Apple,,RT @NewsMintApp: #AAPL:Steve Jobs emails featured in Apple iPod U.S. antitrust trial...http://t.co/KUKwAblVTp
623496012,FALSE,finalized,3,12/11/14 22:14,1,0.6443,Tue Dec 02 21:10:27 +0000 2014,5.40E+17,#AAPL OR @Apple,,@Google Beating @Apple in U.S. Education Market Amid iPad Slowdown http://t.co/KTsLbYeNTa #neo
623496013,FALSE,finalized,3,12/12/14 20:45,5,0.6804,Tue Dec 02 21:11:28 +0000 2014,5.40E+17,#AAPL OR @Apple,,@SonyUK see not even have the courtesy to reply as I said should have stayed with @apple much better customer service from them
623496014,FALSE,finalized,3,12/12/14 21:30,1,0.6884,Tue Dec 02 21:16:54 +0000 2014,5.40E+17,#AAPL OR @Apple,,@TIME: Steve Jobs to testify in @Apple trial from beyond the grave http://t.co/pPab0v8hUn
623496015,FALSE,finalized,3,12/12/14 0:52,3,0.636,Tue Dec 02 21:20:21 +0000 2014,5.40E+17,#AAPL OR @Apple,,2 simple rules for young designers from legendary @Apple designer Susan Kare via @FastCoDesign http://t.co/NLzn2m5FjG
623496016,FALSE,finalized,3,12/12/14 0:42,3,0.6656,Tue Dec 02 21:22:24 +0000 2014,5.40E+17,#AAPL OR @Apple,,"sold to you on both counts RT @ualdrivr: @optionmonster IMHO, #oil is going lower,  no bottom here. Also, BTW #AAPL is going $200"
623496017,FALSE,finalized,3,12/12/14 8:58,3,1,Tue Dec 02 21:25:56 +0000 2014,5.40E+17,#AAPL OR @Apple,,5 Companies Growing Faster Than Apple Inc. http://t.co/QsoC8dir60 #AAPL
623496018,FALSE,finalized,3,12/12/14 19:36,3,0.7177,Tue Dec 02 21:30:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,#AAPL:Apple co-founder The Woz going into reality TV...http://t.co/N4TcQdV5MV
623496019,FALSE,finalized,3,12/12/14 16:15,3,0.7039,Tue Dec 02 21:31:23 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Apple Inc. price at close, December 02, 2014, is 114.63. #apple #AAPL"
623496020,FALSE,finalized,3,12/12/14 9:16,1,0.6971,Tue Dec 02 21:34:34 +0000 2014,5.40E+17,#AAPL OR @Apple,,2/ At its announcement @samsung supporters criticized #AAPL for 'following' Samsung into the large screen game.
623496021,FALSE,finalized,4,12/12/14 8:36,3,0.7244,Tue Dec 02 21:36:48 +0000 2014,5.40E+17,#AAPL OR @Apple,,We're out here taking Bluetooth calling to a whole new level where you at @Microsoft @Apple @BillGates http://t.co/YWVxCWwnww
623496022,FALSE,finalized,3,12/11/14 21:13,3,0.6505,Tue Dec 02 21:38:07 +0000 2014,5.40E+17,#AAPL OR @Apple,,"3/ Looking at it now, especially with @samsung's declining sales, it looks more like #AAPL just decided it wanted Samsung's piece of the pie"
623496023,FALSE,finalized,3,12/12/14 21:42,5,1,Tue Dec 02 21:38:16 +0000 2014,5.40E+17,#AAPL OR @Apple,,Thank you @Apple for fixing the #Swift sourcekit crashes in #XCode :). Life is better now! http://t.co/NbRWTTcZ35
623496024,FALSE,finalized,6,12/11/14 21:16,1,0.4939,Tue Dec 02 21:39:53 +0000 2014,5.40E+17,#AAPL OR @Apple,,Where da fuck is this middle finger emoji @apple so I can ignore my Niggaz shit talk wit a single sign
623496025,FALSE,finalized,3,12/12/14 0:42,5,0.6542,Tue Dec 02 21:42:33 +0000 2014,5.40E+17,#AAPL OR @Apple,,So cool! Apple Patents iPhone Drop Protection Mechanism That Changes Device Angle In Freefall #aapl #AppleWatch http://t.co/Yck87DOCeQ
623496026,FALSE,finalized,3,12/12/14 18:27,1,1,Tue Dec 02 21:42:38 +0000 2014,5.40E+17,#AAPL OR @Apple,,Sign of utterly broken wifi driver: my @apple Air sitting on my lap I'm desperate enough to read my email on my Android phone
623496027,FALSE,finalized,3,12/12/14 13:46,3,1,Tue Dec 02 21:45:01 +0000 2014,5.40E+17,#AAPL OR @Apple,,@Apple @ibmbizanalytics MobileFirst enterprise collaboration online. Game changer? #doclens http://t.co/FsOvxCiit5 http://t.co/qwCUhsq57u
623496028,FALSE,finalized,3,12/12/14 2:33,3,1,Tue Dec 02 21:45:09 +0000 2014,5.40E+17,#AAPL OR @Apple,,Hands-On With Elgato Smart Power and Mophie Powerstation Plus External Batteries [iOS Blog] http://t.co/ixtMoOjRpI #AAPL
623496029,FALSE,finalized,3,12/11/14 20:30,5,0.6613,Tue Dec 02 21:45:19 +0000 2014,5.40E+17,#AAPL OR @Apple,,#AAPL moving towards the #IoT and more connectivity in your everyday life. RT @businessinsider: THE FUTURE OF APPLE http://t.co/ZiKLflrHpm
623496030,FALSE,finalized,3,12/12/14 13:39,3,1,Tue Dec 02 21:47:01 +0000 2014,5.40E+17,#AAPL OR @Apple,,Who knows someone that works or has worked @apple in Cupertino? #bayarea #techies
623496031,FALSE,finalized,6,12/11/14 20:52,5,0.5104,Tue Dec 02 21:50:42 +0000 2014,5.40E+17,#AAPL OR @Apple,,@Apple #ipad #innovation  let us maintain what we enjoyed when we were young http://t.co/Tpt3k2GBAS via @HuffPostTech http://t.co/Tpt3k2GBAS
623496032,FALSE,finalized,3,12/11/14 20:59,3,1,Tue Dec 02 21:53:41 +0000 2014,5.40E+17,#AAPL OR @Apple,,@renoxalex @Apple so sick @tacobell is petitioning for one
623496033,FALSE,finalized,8,12/11/14 14:23,3,0.6318,Tue Dec 02 22:05:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,@apple need to come out with new emojis. Perhaps one that is a @Raptors claw
623496034,FALSE,finalized,3,12/12/14 1:18,3,1,Tue Dec 02 22:05:36 +0000 2014,5.40E+17,#AAPL OR @Apple,,Apple Releases Final Cut Pro 10.1.4 and Xcode 6.1.1 [Mac Blog] http://t.co/LjOSIwSpy7 #AAPL
623496035,FALSE,finalized,3,12/12/14 22:00,3,0.6841,Tue Dec 02 22:05:44 +0000 2014,5.40E+17,#AAPL OR @Apple,,Apple Inc. iPhone 6 May Infringe On Chinese Company's Patent http://t.co/fcCrpUvyRi #AAPL
623496036,FALSE,finalized,3,12/12/14 3:37,3,1,Tue Dec 02 22:05:45 +0000 2014,5.40E+17,#AAPL OR @Apple,,Apple Inc heads to trial over digital music claims http://t.co/ojTt06NJ5r #AAPL
623496037,FALSE,finalized,3,12/12/14 15:01,1,1,Tue Dec 02 22:08:53 +0000 2014,5.40E+17,#AAPL OR @Apple,,Chinese smartphone maker claims #Apple copied iPhone 6 design - http://t.co/iUzewX1JuE #AAPL #Android
623496038,FALSE,finalized,3,12/11/14 21:00,3,1,Tue Dec 02 22:09:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,contact @Apple RT @mrstiffanyanne anybody that sold an iPhone before? i have questions &amp; can't find them on Google!!!
623496039,FALSE,finalized,3,12/12/14 17:48,5,0.6544,Tue Dec 02 22:10:20 +0000 2014,5.40E+17,#AAPL OR @Apple,,"@apple goes red for aids awareness #ProductRED #fuckaids 

http://t.co/NVJbsh3duW

for every like i get this month a will donate a quarter"
623496040,FALSE,finalized,3,12/12/14 20:00,3,1,Tue Dec 02 22:13:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
623496041,FALSE,finalized,6,12/11/14 13:58,1,0.68,Tue Dec 02 22:14:30 +0000 2014,5.40E+17,#AAPL OR @Apple,,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
623496042,FALSE,finalized,3,12/11/14 20:06,1,1,Tue Dec 02 22:16:34 +0000 2014,5.40E+17,#AAPL OR @Apple,,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
623496043,FALSE,finalized,3,12/12/14 2:53,1,1,Tue Dec 02 22:17:50 +0000 2014,5.40E+17,#AAPL OR @Apple,,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
623496044,FALSE,finalized,3,12/12/14 2:17,3,1,Tue Dec 02 22:18:11 +0000 2014,5.40E+17,#AAPL OR @Apple,,Is @apple the most searched for company and @google the most searched on platform?
623496045,FALSE,finalized,3,12/12/14 2:36,5,1,Tue Dec 02 22:21:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,I love my #iphone6 @apple #MobilePhone http://t.co/5AJVSQXGDn http://t.co/kLwBBWIp0o
623496046,FALSE,finalized,3,12/12/14 19:59,3,1,Tue Dec 02 22:23:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,I'm learning all about Apple at @Influenster! @Apple http://t.co/CKyptDnrtg
623496047,FALSE,finalized,3,12/12/14 13:37,3,1,Tue Dec 02 22:30:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,#AAPL:Is it time to start buying Apple?...http://t.co/5nulnjlbaG
623496048,FALSE,finalized,3,12/11/14 20:15,3,0.6752,Tue Dec 02 22:32:25 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Apple Continues War on Notification Center Widgets, Asks 'Drafts' to Remove Note Creation Feature http://t.co/QJgIklUDVh #AAPL"
623496049,FALSE,finalized,3,12/11/14 22:10,3,0.7011,Tue Dec 02 22:43:52 +0000 2014,5.40E+17,#AAPL OR @Apple,,I'm learning all about iPod Touch at @Influenster! @Apple http://t.co/TuI7LSgBJw
623496050,FALSE,finalized,6,12/11/14 22:21,1,0.6772,Tue Dec 02 22:44:02 +0000 2014,5.40E+17,#AAPL OR @Apple,,#Apple Inc. #AAPL News Analysis: Did Apple Inc (AAPL) CEO Steve Jobs Consider Himself Above The Law? http://t.co/ZF0v7k2N7H
623496051,FALSE,finalized,6,12/11/14 9:49,3,1,Tue Dec 02 22:50:32 +0000 2014,5.40E+17,#AAPL OR @Apple,,"#VerrÃ_cktes #GerÃ_cht: #iPhone6s zum @Apple [#Apple] Watch. (#Tuesday, 2 #December) http://t.co/PGCaSLAnZa"
623496052,FALSE,finalized,3,12/12/14 3:37,3,0.6723,Tue Dec 02 23:05:27 +0000 2014,5.40E+17,#AAPL OR @Apple,,@Apple gets patent 2prevent cracked screens by rotating falling #iPhones  http://t.co/HncqAOrFKR via @mashable #bigdocc
623496053,FALSE,finalized,3,12/12/14 4:03,1,0.6812,Tue Dec 02 23:10:52 +0000 2014,5.40E+17,#AAPL OR @Apple,,RT @Laura_Kate8: WHY DO I HAVE 5 GROUP MESSAGES WITH THE SAME PEOPLE. @apple
623496054,FALSE,finalized,3,12/11/14 19:05,5,1,Tue Dec 02 23:13:16 +0000 2014,5.40E+17,#AAPL OR @Apple,,@GriffinNW @Apple @tacobell I love you @tacobell!
623496055,FALSE,finalized,8,12/11/14 14:23,1,0.6189,Tue Dec 02 23:14:23 +0000 2014,5.40E+17,#AAPL OR @Apple,,"@Apple if I dismiss a call when it comes in, I did not 'miss' that call. Can't the notification accurately reflect my action?"
623496056,FALSE,finalized,3,12/12/14 9:08,3,0.6971,Tue Dec 02 23:19:39 +0000 2014,5.40E+17,#AAPL OR @Apple,,@jengolbeck @Apple agreed
623496057,FALSE,finalized,4,12/11/14 14:28,1,1,Tue Dec 02 23:31:27 +0000 2014,5.40E+17,#AAPL OR @Apple,,IM SICK OF YOUR FUCKING SHIT @apple
623496058,FALSE,finalized,3,12/12/14 1:42,3,1,Tue Dec 02 23:35:40 +0000 2014,5.40E+17,#AAPL OR @Apple,,"@jengolbeck @Apple introducing iGlove, an Apple product allowing one to single-handedly operate an iPhone 6."
623496059,FALSE,finalized,4,12/12/14 1:46,3,0.7408,Tue Dec 02 23:38:07 +0000 2014,5.40E+17,#AAPL OR @Apple,,@Apple sets its own timetable (rather than chasing the #competition) by focusing on #customerexperience  http://t.co/bfU8MSx7On #cx #cem
623496060,FALSE,finalized,3,12/12/14 13:38,3,1,Tue Dec 02 23:40:24 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Today's Show On Demand features @LawyerPeteSchulte on #PoliceBodyCameras; @Apple opening in #Toledo, &amp; Hot 5 at 5! http://t.co/rKHubWeRjX"
623496061,FALSE,finalized,4,12/12/14 13:41,3,0.7689,Tue Dec 02 23:45:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,#AAPL:One Thing Everyone Is Getting Wrong When It Comes To The Apple Televis...http://t.co/ELXD0efhIV
623496062,FALSE,finalized,4,12/12/14 1:46,3,0.7408,Tue Dec 02 23:46:13 +0000 2014,5.40E+17,#AAPL OR @Apple,,#AAPL: Steve Jobs to Be Star Witness in #Apple iPod Lawsuit: Steve Jobs e1294712990453 #AAPL: Steve Jobs to Be... http://t.co/4wdMnluzjK
623496063,FALSE,finalized,3,12/12/14 21:41,3,0.6538,Tue Dec 02 23:48:28 +0000 2014,5.40E+17,#AAPL OR @Apple,,Mozilla Planning to Release Firefox iOS App in the Future http://t.co/HbOYDOwDn8 #AAPL
623496064,FALSE,finalized,3,12/12/14 22:03,3,1,Tue Dec 02 23:49:04 +0000 2014,5.40E+17,#AAPL OR @Apple,,@renoxalex @Apple or hang loose ???
623496065,FALSE,finalized,3,12/12/14 3:40,3,0.6888,Tue Dec 02 23:54:19 +0000 2014,5.40E+17,#AAPL OR @Apple,,@Landonboyd93 @renoxalex @Apple wheres the lava lamp emoji?
623496066,FALSE,finalized,4,12/12/14 21:13,3,0.7136,Wed Dec 03 00:03:25 +0000 2014,5.40E+17,#AAPL OR @Apple,,"Ok, @apple, @sprint if you're going to sell each other's stuff, provide each other with visibility into each other's order systems."
623496067,FALSE,finalized,3,12/12/14 3:17,1,1,Wed Dec 03 00:07:24 +0000 2014,5.40E+17,#AAPL OR @Apple,,I had the Facebook app but my dumbass deleted it and now I can't redownload cause it says I need iOS7 suck my fucking ass @apple
623496068,FALSE,finalized,3,12/11/14 21:45,not_relevant,0.6722,Wed Dec 03 00:08:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,"New HA Blog Post &gt;&gt;&gt; Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/1dqxA6K4g8"
623496069,FALSE,finalized,6,12/12/14 21:03,3,0.6913,Wed Dec 03 00:08:03 +0000 2014,5.40E+17,#AAPL OR @Apple,,"#mkt Final #AAPL #PutCallRatios for Tuesday, December 2, 2014:  http://t.co/XXKx7FgtOU"
